"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"196",7,"cheese","food","predicate1","plastic",0.01,"material"
"197",7,"carrot","food","predicate1","old",0.98,"age"
"198",7,"couch","furniture","predicate1","round",0.05,"shape"
"199",7,"TV","furniture","predicate1","long",0.98,"size"
"200",7,"chair","furniture","predicate1","small",0.99,"size"
"201",7,"couch","furniture","predicate1","smooth",0.02,"texture"
"202",7,"fan","furniture","predicate1","short",0.97,"size"
"203",7,"TV","furniture","predicate1","green",0.02,"color"
"204",7,"chair","furniture","predicate1","fresh",0.02,"age"
"205",7,"cheese","food","predicate1","green",0.06,"color"
"206",7,"TV","furniture","predicate1","small",0.99,"size"
"207",7,"chair","furniture","predicate1","fresh",0.03,"age"
"208",7,"apple","food","predicate1","long",0.97,"size"
"209",8,"banana","food","predicate1","metal",0.31,"material"
"210",8,"fan","furniture","predicate1","green",0.14,"color"
"211",8,"TV","furniture","predicate1","tiny",0.88,"size"
"212",8,"chair","furniture","predicate1","soft",0.87,"texture"
"213",8,"desk","furniture","predicate1","red",0.14,"color"
"214",8,"cheese","food","predicate1","tiny",0.31,"size"
"215",8,"fan","furniture","predicate1","square",0.59,"shape"
"216",8,"tomato","food","predicate1","yellow",0.27,"color"
"217",8,"banana","food","predicate1","small",0.9,"size"
"218",8,"desk","furniture","predicate1","hard",0.75,"texture"
"219",8,"couch","furniture","predicate1","hard",0.33,"texture"
"220",8,"tomato","food","predicate1","green",0.75,"color"
"221",8,"apple","food","predicate1","small",0.87,"size"
"222",8,"desk","furniture","predicate1","hard",0.85,"texture"
"223",8,"chair","furniture","predicate1","short",0.65,"size"
"224",8,"couch","furniture","predicate1","plastic",0.23,"material"
"225",8,"carrot","food","predicate1","hard",0.25,"texture"
"226",8,"desk","furniture","predicate1","fresh",0.67,"age"
"227",8,"apple","food","predicate1","red",0.18,"color"
"228",8,"banana","food","predicate1","short",0.77,"size"
"229",8,"cheese","food","predicate1","short",0.67,"size"
"230",8,"TV","furniture","predicate1","smooth",0.73,"texture"
"231",8,"carrot","food","predicate1","square",0.23,"shape"
"232",8,"fan","furniture","predicate1","metal",0.09,"material"
"233",8,"cheese","food","predicate1","big",0.84,"size"
"234",8,"TV","furniture","predicate1","big",0.83,"size"
"235",9,"apple","food","predicate1","purple",0.88,"color"
"236",9,"desk","furniture","predicate1","red",0,"color"
"237",9,"chair","furniture","predicate1","rotten",1,"age"
"238",9,"cheese","food","predicate1","old",0.01,"age"
"239",9,"cheese","food","predicate1","good",0.01,"quality"
"240",9,"tomato","food","predicate1","smooth",0.98,"texture"
"241",9,"chair","furniture","predicate1","blue",1,"color"
"242",9,"TV","furniture","predicate1","rotten",0,"age"
"243",9,"couch","furniture","predicate1","smooth",0.92,"texture"
"244",9,"TV","furniture","predicate1","fresh",0.99,"age"
"245",9,"couch","furniture","predicate1","big",0.96,"size"
"246",9,"chair","furniture","predicate1","good",0,"quality"
"247",9,"banana","food","predicate1","bad",0.03,"quality"
"248",9,"fan","furniture","predicate1","plastic",0.04,"material"
"249",9,"cheese","food","predicate1","new",0,"age"
"250",9,"carrot","food","predicate1","plastic",0.03,"material"
"251",9,"couch","furniture","predicate1","old",0.98,"age"
"252",9,"fan","furniture","predicate1","fresh",0.96,"age"
"253",9,"chair","furniture","predicate1","old",0.03,"age"
"254",9,"chair","furniture","predicate1","purple",0.99,"color"
"255",9,"chair","furniture","predicate1","fresh",0.93,"age"
"256",9,"cheese","food","predicate1","rotten",0.04,"age"
"257",9,"desk","furniture","predicate1","plastic",0.02,"material"
"258",9,"carrot","food","predicate1","new",0.95,"age"
"259",9,"cheese","food","predicate1","yellow",0.92,"color"
"260",9,"chair","furniture","predicate1","short",0.95,"size"
"261",10,"couch","furniture","predicate1","bad",0.35,"quality"
"262",10,"banana","food","predicate1","hard",0.79,"texture"
"263",10,"chair","furniture","predicate1","square",0.23,"shape"
"264",10,"couch","furniture","predicate1","rotten",0.13,"age"
"265",10,"fan","furniture","predicate1","huge",0.95,"size"
"266",10,"tomato","food","predicate1","smooth",0.87,"texture"
"267",10,"cheese","food","predicate1","square",0.18,"shape"
"268",10,"apple","food","predicate1","short",0.97,"size"
"269",10,"tomato","food","predicate1","old",0.8,"age"
"270",10,"desk","furniture","predicate1","short",0.94,"size"
"271",10,"chair","furniture","predicate1","big",0.96,"size"
"272",10,"carrot","food","predicate1","huge",0.93,"size"
"273",10,"apple","food","predicate1","tiny",0.95,"size"
"274",10,"apple","food","predicate1","green",0.58,"color"
"275",10,"banana","food","predicate1","old",0.9,"age"
"276",10,"carrot","food","predicate1","old",0.72,"age"
"277",10,"apple","food","predicate1","red",0.04,"color"
"278",10,"tomato","food","predicate1","short",0.09,"size"
"279",10,"TV","furniture","predicate1","metal",0.01,"material"
"280",10,"TV","furniture","predicate1","metal",0.04,"material"
"281",10,"fan","furniture","predicate1","red",0.07,"color"
"282",10,"cheese","food","predicate1","wooden",0.23,"material"
"283",10,"cheese","food","predicate1","big",0.75,"size"
"284",10,"chair","furniture","predicate1","long",0.97,"size"
"285",10,"tomato","food","predicate1","plastic",0.05,"material"
"286",10,"apple","food","predicate1","square",0.03,"shape"
"287",11,"chair","furniture","predicate1","red",0.03,"color"
"288",11,"apple","food","predicate1","hard",0.86,"texture"
"289",11,"TV","furniture","predicate1","hard",0.35,"texture"
"290",11,"TV","furniture","predicate1","metal",0.16,"material"
"291",11,"banana","food","predicate1","brown",0.18,"color"
"292",11,"fan","furniture","predicate1","rotten",0.55,"age"
"293",11,"desk","furniture","predicate1","fresh",0.23,"age"
"294",11,"banana","food","predicate1","small",0.7,"size"
"295",11,"tomato","food","predicate1","wooden",0.25,"material"
"296",11,"tomato","food","predicate1","blue",0.74,"color"
"297",11,"tomato","food","predicate1","hard",0.27,"texture"
"298",11,"desk","furniture","predicate1","tiny",0.69,"size"
"299",11,"fan","furniture","predicate1","short",0.67,"size"
"300",11,"desk","furniture","predicate1","round",0.18,"shape"
"301",11,"apple","food","predicate1","smooth",0.74,"texture"
"302",11,"chair","furniture","predicate1","long",0.68,"size"
"303",11,"couch","furniture","predicate1","long",0.77,"size"
"304",11,"chair","furniture","predicate1","big",0.75,"size"
"305",11,"TV","furniture","predicate1","rotten",0.69,"age"
"306",11,"couch","furniture","predicate1","tiny",0.87,"size"
"307",11,"couch","furniture","predicate1","square",0.91,"shape"
"308",11,"cheese","food","predicate1","soft",0.84,"texture"
"309",11,"carrot","food","predicate1","brown",0.18,"color"
"310",11,"carrot","food","predicate1","wooden",0.09,"material"
"311",11,"tomato","food","predicate1","tiny",0.86,"size"
"312",11,"chair","furniture","predicate1","wooden",0.06,"material"
"313",12,"fan","furniture","predicate1","plastic",0.11,"material"
"314",12,"chair","furniture","predicate1","round",0.74,"shape"
"315",12,"chair","furniture","predicate1","plastic",0.01,"material"
"316",12,"banana","food","predicate1","new",0.21,"age"
"317",12,"tomato","food","predicate1","hard",1,"texture"
"318",12,"TV","furniture","predicate1","square",0,"shape"
"319",12,"cheese","food","predicate1","good",0.41,"quality"
"320",12,"couch","furniture","predicate1","soft",0.22,"texture"
"321",12,"fan","furniture","predicate1","brown",0.09,"color"
"322",12,"couch","furniture","predicate1","rotten",0.58,"age"
"323",12,"apple","food","predicate1","round",0.33,"shape"
"324",12,"carrot","food","predicate1","square",0.22,"shape"
"325",12,"desk","furniture","predicate1","bad",0.61,"quality"
"326",12,"apple","food","predicate1","fresh",0.13,"age"
"327",12,"tomato","food","predicate1","fresh",0.89,"age"
"328",12,"desk","furniture","predicate1","good",0.63,"quality"
"329",12,"tomato","food","predicate1","new",0.8,"age"
"330",12,"banana","food","predicate1","green",0.16,"color"
"331",12,"desk","furniture","predicate1","plastic",0.11,"material"
"332",12,"tomato","food","predicate1","round",0.82,"shape"
"333",12,"carrot","food","predicate1","big",0.9,"size"
"334",12,"banana","food","predicate1","smooth",0.88,"texture"
"335",12,"tomato","food","predicate1","plastic",0,"material"
"336",12,"carrot","food","predicate1","long",0.79,"size"
"337",12,"cheese","food","predicate1","red",0.31,"color"
"338",12,"tomato","food","predicate1","yellow",0.11,"color"
"339",13,"fan","furniture","predicate1","old",1,"age"
"340",13,"chair","furniture","predicate1","soft",0.81,"texture"
"341",13,"apple","food","predicate1","short",0.98,"size"
"342",13,"TV","furniture","predicate1","yellow",0.66,"color"
"343",13,"apple","food","predicate1","hard",0.65,"texture"
"344",13,"apple","food","predicate1","long",0.76,"size"
"345",13,"carrot","food","predicate1","tiny",0.7,"size"
"346",13,"couch","furniture","predicate1","bad",0.71,"quality"
"347",13,"fan","furniture","predicate1","new",0.7,"age"
"348",13,"fan","furniture","predicate1","purple",0.11,"color"
"349",13,"cheese","food","predicate1","yellow",0.66,"color"
"350",13,"chair","furniture","predicate1","long",0.73,"size"
"351",13,"fan","furniture","predicate1","tiny",0.82,"size"
"352",13,"fan","furniture","predicate1","huge",0.82,"size"
"353",13,"TV","furniture","predicate1","yellow",0.16,"color"
"354",13,"couch","furniture","predicate1","square",0.16,"shape"
"355",13,"apple","food","predicate1","long",0.79,"size"
"356",13,"TV","furniture","predicate1","plastic",0.17,"material"
"357",13,"desk","furniture","predicate1","red",0.17,"color"
"358",13,"apple","food","predicate1","green",0.19,"color"
"359",13,"TV","furniture","predicate1","smooth",0.84,"texture"
"360",13,"tomato","food","predicate1","square",0.51,"shape"
"361",13,"chair","furniture","predicate1","metal",0.05,"material"
"362",13,"banana","food","predicate1","square",0.86,"shape"
"363",13,"apple","food","predicate1","brown",0.05,"color"
"364",13,"carrot","food","predicate1","plastic",0.17,"material"
"365",14,"TV","furniture","predicate1","metal",0.19,"material"
"366",14,"apple","food","predicate1","small",1,"size"
"367",14,"banana","food","predicate1","green",0,"color"
"368",14,"cheese","food","predicate1","purple",0.73,"color"
"369",14,"tomato","food","predicate1","plastic",0,"material"
"370",14,"banana","food","predicate1","bad",0.84,"quality"
"371",14,"fan","furniture","predicate1","huge",0.98,"size"
"372",14,"fan","furniture","predicate1","good",0.99,"quality"
"373",14,"carrot","food","predicate1","yellow",0.11,"color"
"374",14,"cheese","food","predicate1","bad",0.95,"quality"
"375",14,"TV","furniture","predicate1","wooden",0.03,"material"
"376",14,"chair","furniture","predicate1","plastic",0.49,"material"
"377",14,"banana","food","predicate1","wooden",0.02,"material"
"378",14,"desk","furniture","predicate1","purple",0.02,"color"
"379",14,"fan","furniture","predicate1","bad",0.54,"quality"
"380",14,"fan","furniture","predicate1","square",0.95,"shape"
"381",14,"chair","furniture","predicate1","smooth",1,"texture"
"382",14,"tomato","food","predicate1","bad",0.2,"quality"
"383",14,"fan","furniture","predicate1","fresh",0.86,"age"
"384",14,"TV","furniture","predicate1","round",0.09,"shape"
"385",14,"desk","furniture","predicate1","hard",0.15,"texture"
"386",14,"TV","furniture","predicate1","long",0.9,"size"
"387",14,"carrot","food","predicate1","purple",0.03,"color"
"388",14,"cheese","food","predicate1","green",0.02,"color"
"389",14,"apple","food","predicate1","good",0.5,"quality"
"390",14,"chair","furniture","predicate1","good",0.98,"quality"
"391",15,"cheese","food","predicate1","green",0.12,"color"
"392",15,"carrot","food","predicate1","purple",0.88,"color"
"393",15,"apple","food","predicate1","metal",0.16,"material"
"394",15,"TV","furniture","predicate1","soft",0.16,"texture"
"395",15,"apple","food","predicate1","long",0.94,"size"
"396",15,"carrot","food","predicate1","fresh",0.1,"age"
"397",15,"couch","furniture","predicate1","huge",0.85,"size"
"398",15,"TV","furniture","predicate1","rotten",0.87,"age"
"399",15,"chair","furniture","predicate1","big",0.85,"size"
"400",15,"TV","furniture","predicate1","long",0.18,"size"
"401",15,"fan","furniture","predicate1","square",0.09,"shape"
"402",15,"couch","furniture","predicate1","purple",0.12,"color"
"403",15,"desk","furniture","predicate1","good",0.9,"quality"
"404",15,"carrot","food","predicate1","soft",0.83,"texture"
"405",15,"apple","food","predicate1","plastic",0.12,"material"
"406",15,"carrot","food","predicate1","round",0.89,"shape"
"407",15,"cheese","food","predicate1","yellow",0.87,"color"
"408",15,"chair","furniture","predicate1","soft",0.84,"texture"
"409",15,"cheese","food","predicate1","good",0.12,"quality"
"410",15,"TV","furniture","predicate1","yellow",0.14,"color"
"411",15,"chair","furniture","predicate1","red",0.89,"color"
"412",15,"apple","food","predicate1","smooth",0.89,"texture"
"413",15,"apple","food","predicate1","metal",0.11,"material"
"414",15,"apple","food","predicate1","new",0.88,"age"
"415",15,"desk","furniture","predicate1","rotten",0.89,"age"
"416",15,"fan","furniture","predicate1","small",0.89,"size"
"417",16,"desk","furniture","predicate1","purple",0.05,"color"
"418",16,"banana","food","predicate1","old",0.99,"age"
"419",16,"desk","furniture","predicate1","square",0.02,"shape"
"420",16,"carrot","food","predicate1","new",0.97,"age"
"421",16,"apple","food","predicate1","small",0.94,"size"
"422",16,"desk","furniture","predicate1","metal",0.07,"material"
"423",16,"couch","furniture","predicate1","big",0.96,"size"
"424",16,"cheese","food","predicate1","soft",0.96,"texture"
"425",16,"carrot","food","predicate1","red",0.25,"color"
"426",16,"fan","furniture","predicate1","long",0.97,"size"
"427",16,"couch","furniture","predicate1","small",0.94,"size"
"428",16,"chair","furniture","predicate1","metal",0,"material"
"429",16,"couch","furniture","predicate1","huge",0.94,"size"
"430",16,"couch","furniture","predicate1","bad",0.97,"quality"
"431",16,"apple","food","predicate1","blue",0.02,"color"
"432",16,"TV","furniture","predicate1","smooth",0.05,"texture"
"433",16,"apple","food","predicate1","plastic",0.37,"material"
"434",16,"chair","furniture","predicate1","hard",0.98,"texture"
"435",16,"tomato","food","predicate1","tiny",0.97,"size"
"436",16,"carrot","food","predicate1","metal",0.19,"material"
"437",16,"desk","furniture","predicate1","rotten",0.96,"age"
"438",16,"apple","food","predicate1","purple",0.92,"color"
"439",16,"TV","furniture","predicate1","soft",0.02,"texture"
"440",16,"banana","food","predicate1","smooth",0.96,"texture"
"441",16,"couch","furniture","predicate1","blue",0.82,"color"
"442",16,"cheese","food","predicate1","round",0.07,"shape"
"443",17,"banana","food","predicate1","fresh",1,"age"
"444",17,"carrot","food","predicate1","huge",1,"size"
"445",17,"tomato","food","predicate1","long",0.19,"size"
"446",17,"fan","furniture","predicate1","yellow",0,"color"
"447",17,"TV","furniture","predicate1","purple",0.43,"color"
"448",17,"banana","food","predicate1","soft",0.96,"texture"
"449",17,"couch","furniture","predicate1","green",0.04,"color"
"450",17,"tomato","food","predicate1","square",1,"shape"
"451",17,"chair","furniture","predicate1","small",1,"size"
"452",17,"fan","furniture","predicate1","bad",0.88,"quality"
"453",17,"couch","furniture","predicate1","yellow",0.1,"color"
"454",17,"TV","furniture","predicate1","fresh",0.33,"age"
"455",17,"carrot","food","predicate1","square",0.12,"shape"
"456",17,"apple","food","predicate1","wooden",0.24,"material"
"457",17,"chair","furniture","predicate1","smooth",0.84,"texture"
"458",17,"banana","food","predicate1","good",0.68,"quality"
"459",17,"carrot","food","predicate1","plastic",0,"material"
"460",17,"cheese","food","predicate1","big",0.86,"size"
"461",17,"carrot","food","predicate1","rotten",0.25,"age"
"462",17,"cheese","food","predicate1","green",0.86,"color"
"463",17,"carrot","food","predicate1","metal",0.21,"material"
"464",17,"couch","furniture","predicate1","brown",0,"color"
"465",17,"couch","furniture","predicate1","round",0.09,"shape"
"466",17,"tomato","food","predicate1","blue",0.06,"color"
"467",17,"desk","furniture","predicate1","good",0.83,"quality"
"468",17,"TV","furniture","predicate1","bad",0.52,"quality"
"469",18,"carrot","food","predicate1","purple",0,"color"
"470",18,"tomato","food","predicate1","green",0,"color"
"471",18,"TV","furniture","predicate1","big",1,"size"
"472",18,"fan","furniture","predicate1","huge",1,"size"
"473",18,"banana","food","predicate1","new",1,"age"
"474",18,"desk","furniture","predicate1","square",0,"shape"
"475",18,"desk","furniture","predicate1","good",1,"quality"
"476",18,"banana","food","predicate1","long",1,"size"
"477",18,"tomato","food","predicate1","bad",0,"quality"
"478",18,"TV","furniture","predicate1","short",1,"size"
"479",18,"tomato","food","predicate1","huge",1,"size"
"480",18,"desk","furniture","predicate1","huge",1,"size"
"481",18,"couch","furniture","predicate1","blue",0,"color"
"482",18,"chair","furniture","predicate1","plastic",0,"material"
"483",18,"apple","food","predicate1","round",1,"shape"
"484",18,"tomato","food","predicate1","long",1,"size"
"485",18,"chair","furniture","predicate1","huge",1,"size"
"486",18,"desk","furniture","predicate1","old",1,"age"
"487",18,"carrot","food","predicate1","huge",1,"size"
"488",18,"fan","furniture","predicate1","tiny",1,"size"
"489",18,"cheese","food","predicate1","new",1,"age"
"490",18,"tomato","food","predicate1","long",1,"size"
"491",18,"desk","furniture","predicate1","tiny",1,"size"
"492",18,"tomato","food","predicate1","fresh",0,"age"
"493",18,"apple","food","predicate1","soft",1,"texture"
"494",18,"banana","food","predicate1","good",1,"quality"
